,ANO,ID,UNIDADE DE ENSINO,CARGO,TIPO DE FUNÇÃO,QUANTIDADE
1062,2024,1063,SANTA EDWIGES,PROFESSOR 1,Diretor,1
1063,2024,1064,SANTA EDWIGES,PROFESSOR 1,em sala de aula,6
1064,2024,1065,SANTA EDWIGES,PROFESSOR 1,Vice-diretor,1
1065,2024,1066,SANTA LUZIA,PROFESSOR 1,Diretor,1
1066,2024,1067,SANTA LUZIA,PROFESSOR 1,em sala de aula,7
1067,2024,1068,SANTA LUZIA,PROFESSOR 1,Professor Readaptado,3
1068,2024,1069,SANTA LUZIA,PROFESSOR 1,Vice-diretor,1
1069,2024,1070,SANTA MARIA,PROFESSOR 1,,5
1070,2024,1071,SANTA MARIA,PROFESSOR 1,Apoio Pedagógico Noturno,1
1071,2024,1072,SANTA MARIA,PROFESSOR 1,Diretor,1
1072,2024,1073,SANTA MARIA,PROFESSOR 1,em sala de aula,10
1073,2024,1074,SANTA MARIA,PROFESSOR 1,Professor Readaptado,1
1074,2024,1075,SANTA MARIA,PROFESSOR 1,Vice-diretor,1
1075,2024,1076,SANTA MARIA GORETTI,PROFESSOR 1,,2
1076,2024,1077,SANTA MARIA GORETTI,PROFESSOR 1,Coordenador pedagógico,1
1077,2024,1078,SANTA MARIA GORETTI,PROFESSOR 1,Diretor,1
1078,2024,1079,SANTA MARIA GORETTI,PROFESSOR 1,em sala de aula,11
1079,2024,1080,SANTA MARIA GORETTI,PROFESSOR 1,Outros,1
1080,2024,1081,SANTA MARIA GORETTI,PROFESSOR 1,Vice-diretor,1
1081,2024,1082,SANTO AMARO,PROFESSOR 1,,8
1082,2024,1083,SANTO AMARO,PROFESSOR 1,Apoio Pedagógico Diurno,3
1083,2024,1084,SANTO AMARO,PROFESSOR 1,Apoio Pedagógico Noturno,1
1084,2024,1085,SANTO AMARO,PROFESSOR 1,Coordenador pedagógico,1
1085,2024,1086,SANTO AMARO,PROFESSOR 1,Diretor,1
1086,2024,1087,SANTO AMARO,PROFESSOR 1,em sala de aula,10
1087,2024,1088,SANTO AMARO,PROFESSOR 1,Professor Readaptado,1
1088,2024,1089,SANTO AMARO,PROFESSOR 1,Vice-diretor,1
1089,2024,1090,SANTO ANTONIO DO CACOTE,PROFESSOR 1,,5
1090,2024,1091,SANTO ANTONIO DO CACOTE,PROFESSOR 1,Coordenador pedagógico,1
1091,2024,1092,SANTO ANTONIO DO CACOTE,PROFESSOR 1,Diretor,1
1092,2024,1093,SANTO ANTONIO DO CACOTE,PROFESSOR 1,em sala de aula,9
1093,2024,1094,SAO DOMINGOS,PROFESSOR 1,,9
1094,2024,1095,SAO DOMINGOS,PROFESSOR 1,Apoio Pedagógico Diurno,1
1095,2024,1096,SAO DOMINGOS,PROFESSOR 1,Coordenador pedagógico,1
1096,2024,1097,SAO DOMINGOS,PROFESSOR 1,Diretor,1
1097,2024,1098,SAO DOMINGOS,PROFESSOR 1,em sala de aula,6
1098,2024,1099,SAO DOMINGOS,PROFESSOR 1,Professor Readaptado,2
1099,2024,1100,SAO DOMINGOS,PROFESSOR 1,Vice-diretor,1
1100,2024,1101,SAO FRANCISCO DE ASSIS,PROFESSOR 1,,4
1101,2024,1102,SAO FRANCISCO DE ASSIS,PROFESSOR 1,Assistente de direção,1
1102,2024,1103,SAO FRANCISCO DE ASSIS,PROFESSOR 1,Coordenador pedagógico,1
1103,2024,1104,SAO FRANCISCO DE ASSIS,PROFESSOR 1,Diretor,1
1104,2024,1105,SAO FRANCISCO DE ASSIS,PROFESSOR 1,em sala de aula,13
1105,2024,1106,SAO FRANCISCO DE ASSIS,PROFESSOR 1,Professor Readaptado,2
1106,2024,1107,SAO FRANCISCO DE ASSIS,PROFESSOR 1,Vice-diretor,1
1107,2024,1108,SAO JOAO BATISTA,PROFESSOR 1,,2
1108,2024,1109,SAO JOAO BATISTA,PROFESSOR 1,Assistente de direção,1
1109,2024,1110,SAO JOAO BATISTA,PROFESSOR 1,Coordenador pedagógico,1
1110,2024,1111,SAO JOAO BATISTA,PROFESSOR 1,Diretor,1
1111,2024,1112,SAO JOAO BATISTA,PROFESSOR 1,em sala de aula,10
1112,2024,1113,SAO JOAO BATISTA,PROFESSOR 1,Vice-diretor,1
1113,2024,1114,SEDE DA SABEDORIA,PROFESSOR 1,,7
1114,2024,1115,SEDE DA SABEDORIA,PROFESSOR 1,Assistente de direção,1
1115,2024,1116,SEDE DA SABEDORIA,PROFESSOR 1,Coordenador pedagógico,1
1116,2024,1117,SEDE DA SABEDORIA,PROFESSOR 1,Diretor,1
1117,2024,1118,SEDE DA SABEDORIA,PROFESSOR 1,em sala de aula,17
1118,2024,1119,SEDE DA SABEDORIA,PROFESSOR 1,Vice-diretor,1
1119,2024,1120,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,,2
1120,2024,1121,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,Apoio Pedagógico Diurno,2
1121,2024,1122,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,Apoio Pedagógico Noturno,1
1122,2024,1123,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,Diretor,1
1123,2024,1124,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,em sala de aula,12
1124,2024,1125,SENADOR JOSE ERMIRIO DE MORAES,PROFESSOR 1,Vice-diretor,1
1125,2024,1126,SERRA DA PRATA,PROFESSOR 1,,1
1126,2024,1127,SERRA DA PRATA,PROFESSOR 1,Coordenador pedagógico,1
1127,2024,1128,SERRA DA PRATA,PROFESSOR 1,Diretor,1
1128,2024,1129,SERRA DA PRATA,PROFESSOR 1,em sala de aula,6
1129,2024,1130,SERRA DA PRATA,PROFESSOR 1,Professor Readaptado,1
1130,2024,1131,SERRA DA PRATA,PROFESSOR 1,Vice-diretor,1
1131,2024,1132,SERVICO SOCIAL DE BELEM,PROFESSOR 1,,1
1132,2024,1133,SERVICO SOCIAL DE BELEM,PROFESSOR 1,Apoio Pedagógico Diurno,1
1133,2024,1134,SERVICO SOCIAL DE BELEM,PROFESSOR 1,Coordenador pedagógico,1
1134,2024,1135,SERVICO SOCIAL DE BELEM,PROFESSOR 1,Diretor,1
1135,2024,1136,SERVICO SOCIAL DE BELEM,PROFESSOR 1,em sala de aula,2
1136,2024,1137,SERVICO SOCIAL DE BELEM,PROFESSOR 1,Vice-diretor,1
1137,2024,1138,SEVERINA BERNADETE TEIXEIRA,PROFESSOR 1,,3
1138,2024,1139,SEVERINA BERNADETE TEIXEIRA,PROFESSOR 1,Diretor,1
1139,2024,1140,SEVERINA BERNADETE TEIXEIRA,PROFESSOR 1,em sala de aula,8
1140,2024,1141,SEVERINA BERNADETE TEIXEIRA,PROFESSOR 1,Vice-diretor,1
1141,2024,1142,SEVERINA LIRA,PROFESSOR 1,,1
1142,2024,1143,SEVERINA LIRA,PROFESSOR 1,Coordenador pedagógico,1
1143,2024,1144,SEVERINA LIRA,PROFESSOR 1,Diretor,1
1144,2024,1145,SEVERINA LIRA,PROFESSOR 1,em sala de aula,7
1145,2024,1146,SEVERINA LIRA,PROFESSOR 1,Professor Readaptado,4
1146,2024,1147,SEVERINA LIRA,PROFESSOR 1,Vice-diretor,1
1147,2024,1148,SITIO DO BERARDO,PROFESSOR 1,,2
1148,2024,1149,SITIO DO BERARDO,PROFESSOR 1,Coordenador pedagógico,1
1149,2024,1150,SITIO DO BERARDO,PROFESSOR 1,Diretor,1
1150,2024,1151,SITIO DO BERARDO,PROFESSOR 1,em sala de aula,11
1151,2024,1152,SITIO DO BERARDO,PROFESSOR 1,Outros,1
1152,2024,1153,SITIO DO BERARDO,PROFESSOR 1,Professor Readaptado,3
1153,2024,1154,SITIO DO BERARDO,PROFESSOR 1,Vice-diretor,1
1154,2024,1155,SITIO DO CEU,PROFESSOR 1,,2
1155,2024,1156,SITIO DO CEU,PROFESSOR 1,Apoio Pedagógico Diurno,1
1156,2024,1157,SITIO DO CEU,PROFESSOR 1,Coordenador pedagógico,1
1157,2024,1158,SITIO DO CEU,PROFESSOR 1,Diretor,1
1158,2024,1159,SITIO DO CEU,PROFESSOR 1,em sala de aula,7
1159,2024,1160,SITIO DO CEU,PROFESSOR 1,Vice-diretor,1
1160,2024,1161,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,,3
1161,2024,1162,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,Coordenador pedagógico,3
1162,2024,1163,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,Diretor,1
1163,2024,1164,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,em sala de aula,11
1164,2024,1165,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,Outros,1
1165,2024,1166,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,Professor Readaptado,3
1166,2024,1167,SOCIOLOGO GILBERTO FREYRE,PROFESSOR 1,Vice-diretor,1
1167,2024,1168,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,,2
1168,2024,1169,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,Coordenador pedagógico,1
1169,2024,1170,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,Diretor,1
1170,2024,1171,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,em sala de aula,8
1171,2024,1172,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,Outros,3
1172,2024,1173,SOLDADO JOSE ANTONIO DO NASCIMENTO - ANEXO,PROFESSOR 1,Vice-diretor,1
1173,2024,1174,TRES CARNEIROS,PROFESSOR 1,,2
1174,2024,1175,TRES CARNEIROS,PROFESSOR 1,Diretor,1
1175,2024,1176,TRES CARNEIROS,PROFESSOR 1,em sala de aula,11
1176,2024,1177,TRES CARNEIROS,PROFESSOR 1,Professor Readaptado,1
1177,2024,1178,TRES CARNEIROS,PROFESSOR 1,Vice-diretor,1
1178,2024,1179,UR 05,PROFESSOR 1,Coordenador pedagógico,1
1179,2024,1180,UR 05,PROFESSOR 1,Diretor,1
1180,2024,1181,UR 05,PROFESSOR 1,em sala de aula,7
1181,2024,1182,UR 05,PROFESSOR 1,Professor Readaptado,1
1182,2024,1183,UR 05,PROFESSOR 1,Vice-diretor,1
1183,2024,1184,VILA OPERARIA DO RECIFE,PROFESSOR 1,Coordenador pedagógico,1
1184,2024,1185,VILA OPERARIA DO RECIFE,PROFESSOR 1,Diretor,1
1185,2024,1186,VILA OPERARIA DO RECIFE,PROFESSOR 1,em sala de aula,12
1186,2024,1187,VILA OPERARIA DO RECIFE,PROFESSOR 1,Professor Readaptado,1
1187,2024,1188,VILA OPERARIA DO RECIFE,PROFESSOR 1,Vice-diretor,1
1188,2024,1189,VILA SANTA LUZIA,PROFESSOR 1,Apoio Pedagógico Diurno,3
1189,2024,1190,VILA SANTA LUZIA,PROFESSOR 1,Coordenador pedagógico,1
1190,2024,1191,VILA SANTA LUZIA,PROFESSOR 1,Diretor,1
1191,2024,1192,VILA SANTA LUZIA,PROFESSOR 1,em sala de aula,20
1192,2024,1193,VILA SANTA LUZIA,PROFESSOR 1,Professor Readaptado,1
1193,2024,1194,VILA SANTA LUZIA,PROFESSOR 1,Vice-diretor,1
1194,2024,1195,VILA SAO MIGUEL,PROFESSOR 1,,2
1195,2024,1196,VILA SAO MIGUEL,PROFESSOR 1,Coordenador pedagógico,2
1196,2024,1197,VILA SAO MIGUEL,PROFESSOR 1,Diretor,1
1197,2024,1198,VILA SAO MIGUEL,PROFESSOR 1,em sala de aula,11
1198,2024,1199,VILA SAO MIGUEL,PROFESSOR 1,Professor Readaptado,2
1199,2024,1200,VILA SAO MIGUEL,PROFESSOR 1,Vice-diretor,1
1200,2024,1201,VIRGEM PODEROSA,PROFESSOR 1,,4
1201,2024,1202,VIRGEM PODEROSA,PROFESSOR 1,Apoio Pedagógico Diurno,2
1202,2024,1203,VIRGEM PODEROSA,PROFESSOR 1,Coordenador pedagógico,2
1203,2024,1204,VIRGEM PODEROSA,PROFESSOR 1,em sala de aula,10
1204,2024,1205,VIRGEM PODEROSA,PROFESSOR 1,Vice-diretor,1
1205,2024,1206,WALDEMAR VALENTE,PROFESSOR 1,,2
1206,2024,1207,WALDEMAR VALENTE,PROFESSOR 1,Apoio Pedagógico Diurno,1
1207,2024,1208,WALDEMAR VALENTE,PROFESSOR 1,Apoio Pedagógico Noturno,1
1208,2024,1209,WALDEMAR VALENTE,PROFESSOR 1,Coordenador pedagógico,1
1209,2024,1210,WALDEMAR VALENTE,PROFESSOR 1,Diretor,1
1210,2024,1211,WALDEMAR VALENTE,PROFESSOR 1,em sala de aula,10
1211,2024,1212,WALDEMAR VALENTE,PROFESSOR 1,Outros,2
1212,2024,1213,WALDEMAR VALENTE,PROFESSOR 1,Vice-diretor,1
1213,2024,1214,ZUMBI DOS PALMARES,PROFESSOR 1,,1
1214,2024,1215,ZUMBI DOS PALMARES,PROFESSOR 1,Apoio Pedagógico Diurno,4
1215,2024,1216,ZUMBI DOS PALMARES,PROFESSOR 1,Coordenador pedagógico,1
1216,2024,1217,ZUMBI DOS PALMARES,PROFESSOR 1,Diretor,1
1217,2024,1218,ZUMBI DOS PALMARES,PROFESSOR 1,em sala de aula,16
1218,2024,1219,ZUMBI DOS PALMARES,PROFESSOR 1,Vice-diretor,1
