,nome,endereco,latitude,longitude
358,PC VITORIA DO POVO,"R. Jordânia, 10 - Ibura, Recife - PE, 51280-110, Brazil",-8.1181363,-34.9460172
359,PC ZEPELLIN-01,"PE-007, 2117 - Afogados, Recife - PE, 50850-275, Brazil",-8.0833784842509,-34.9249605567793
360,PC. CAMPO DE  PELADA,"R. Moacir Albuquerque, 198 - Imbiribeira, Recife - PE, 51170-440, Brazil",-8.0855597,-34.9102658
361,PC. DA RUA ARQ LUIZ NUNES,"R. Olívia Menelau, 620 - Imbiribeira, Recife - PE, 51170-110, Brazil",-8.0892414,-34.9105011
362,PC. DOS GUERREIROS,"Av. Rio São Francisco, 461-523 - Cohab - COHAB, Recife - PE, 54365-310, Brazil",-8.1151061,-34.9504895
363,PCA DA RUA JOSE PIMENTEL,"Praça Vicente Antunes - R. Fernando Ferrari, 59 - Ipsep, Recife - PE, 51190-170, Brazil",-8.1145696,-34.9185314
364,PCA DA RUA PINHEIRO MACHADO,"R. Eng. Henrique Marques Lins, 5 - COHAB, Recife - PE, 51320-160, Brazil",-8.1342504,-34.9513986
365,PCA DA RUA QUINTINO BOCAIUVA,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676
366,PCA DO IML,"R. Engenho Mameluco, 24 - COHAB, Recife - PE, 51270-270, Brazil",-8.1129226,-34.9495644
367,PCA QUINZE DE SETEMBRO,"R. Felipe de Oliveira, 51-99 - Imbiribeira, Recife - PE, 51190-530, Brazil",-8.117055,-34.9171514
368,PQ 13 DE MAIO-01,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699842
369,PQ 13 DE MAIO-02,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699843
370,PQ 13 DE MAIO-03,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699844
371,PQ 13 DE MAIO-04,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699845
372,PQ BAOBA-01,"R. Antônio Célso Uchôa Cavalcante, 70 - Graças, Recife - PE, 52050-002, Brazil",-8.04147097882193,-34.9043417572647
373,PQ BAOBA-02,"R. Antônio Célso Uchôa Cavalcante, 70 - Graças, Recife - PE, 52050-002, Brazil",-8.04147097882193,-34.9043417572647
374,PQ CAIARA-01,"Parque do Caiara - Tv. Dr. José Anastácio da Silva Guimarães - Iputinga, Recife - PE, 50731, Brazil",-8.0387408612533,-34.9278700774921
375,PQ CAIARA-02,"Parque do Caiara - Tv. Dr. José Anastácio da Silva Guimarães - Iputinga, Recife - PE, 50731, Brazil",-8.0386047435782,-34.927824359346
376,PQ DE APIPUCOS-01,"R. de Apipucos, 521 - Apipucos, Recife - PE, 52071-640, Brazil",-8.0234581,-34.9306012
377,PQ ESCULTURAS-01,"Av Dr Zenilton Elias da Silva Douétts, Recife - PE, 50030-230, Brazil",-8.06394906512959,-34.8691446359157
378,PQ GRACAS-01,"Graças Park Lucia Moura - R. Medeiros e Albuquerque - Graças, Recife - PE, 50050-290, Brazil",-8.04680440125875,-34.9028258883557
379,PQ GRACAS-02,"Graças Park Lucia Moura - R. Medeiros e Albuquerque - Graças, Recife - PE, 50050-290, Brazil",-8.04687220536288,-34.9028910726103
380,PQ JAQUEIRA-01,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03644292037629,-34.9045354127884
381,PQ JAQUEIRA-02,"R. do Futuro, 1023 - Espinheiro, Recife - PE, 51020-001, Brazil",-8.0364078227174,-34.9044981825203
382,PQ JAQUEIRA-03,"X37W+F4 - Jaqueira, Recife - PE, 52050-180, Brazil",-8.03590368080999,-34.9046292888876
383,PQ JAQUEIRA-04,"R. do Futuro, 1100 - Jaqueira, Recife - PE, 52050-010, Brazil",-8.03681795000618,-34.9039012733295
384,PQ JAQUEIRA-05,"Administração Parque da Jaqueira - R. Dep. Pedro Pires Ferreira - Jaqueira, Recife - PE, 52050-480, Brazil",-8.0372882703768,-34.9040122513109
385,PQ JAQUEIRA-06,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03701574835932,-34.9046869974379
386,PQ JAQUEIRA-07,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03662015155661,-34.9049755401896
387,PQ JAQUEIRA-08,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03639158433926,-34.9051664223176
388,PQ MACAXEIRA-01,"Av. Norte Miguel Arraes de Alencar, 7695 - Macaxeira, Recife - PE, 52071-035, Brazil",-8.01505249131548,-34.9321824892079
389,PQ MACAXEIRA-02,"Av. Norte Miguel Arraes de Alencar, 7769 - Macaxeira, Recife - PE, 52071-035, Brazil",-8.01385120330498,-34.932333418266
390,PQ MACAXEIRA-03,"R. Cel. João Batista do Rêgo Barros, 70 - Apipucos, Recife - PE, 52071-355, Brazil",-8.01649205364217,-34.9316514226112
391,PQ POCO DA PANELA,"Estr. Real do Poço, 494 - Poço da Panela, Recife - PE, 52061-200, Brazil",-8.03641578397017,-34.9248915093217
392,PQ SANTANA-01,"R. Dr. Saulo Suassuna, 158 - Santana, Recife - PE, 52060-540, Brazil",-8.04172398198604,-34.917100896944
393,PQ SANTANA-02,"Terminal de Santana - Santana - Santana, Recife - PE, 52060-530, Brazil",-8.04135936721833,-34.9174200388027
394,PQ SANTANA-03,"R. Dr. Saulo Suassuna, 158 - Santana, Recife - PE, 52060-540, Brazil",-8.04112788929926,-34.9165923436191
395,PQ VICENTE ANDRE GOMES-01,"R. Paraisópolis, 125 - Nova Descoberta, Recife - PE, 52081-300, Brazil",-8.0193133,-34.9248459
396,PQ. INFANTIL WALT DISNEY,"Condomínio do Edificio Veleiro - R. Zeferino Galvão, 68 - Boa Viagem, Recife - PE, 51111-110, Brazil",-8.1075936,-34.8889076
397,PRACA ALFREDO PINTO,"R. Goiânia, 23 - Areias, Recife - PE, 50780-140, Brazil",-8.0939475,-34.9371307
398,PRACA ANGELICA-01,"Praça Angélica - R. Angélica, 100 - Cordeiro, Recife - PE, 50721-710, Brazil",-8.0536018,-34.9315695
399,PRACA ANIBAL FERNANDES,"R. Cap. Estevão Fernandes, 138 - Areias, Recife - PE, 50870-020, Brazil",-8.0931343,-34.9304058
400,PRACA CAIXITO,"R. Flora Rica, 308 - San Martin, Recife - PE, 50761-390, Brazil",-8.07395812736628,-34.9308541134954
401,PRACA CAPIBA - GRACAS,"Rua Edgar D'Amorim, 97a - Aflitos, Recife - PE, 52050-003, Brazil",-8.04375579211318,-34.8979449016815
402,PRACA CARLOS DUARTE-01,"R. do Veiga, 32a - Santo Amaro, Recife - PE, 50040-110, Brazil",-8.0529827,-34.8795947
403,PRACA CARMELA DUTRA,"R. Gen. Souza Doca, 13 - Afogados, Recife - PE, 50850-060, Brazil",-8.0785918,-34.9149043
404,PRACA CIRC ALTO DO JORDAO,"R. Petrolândia, 96 - Jordão, Recife - PE, 51260-350, Brazil",-8.1357658,-34.9437636
405,PRACA COSME VIANA-01,"R. Padre Teófilo Tworz, 447 - Afogados, Recife - PE, 50830-235, Brazil",-8.0654293,-34.9088993
406,PRACA DA ALEGRIA,"R. da Alegria, 307 - Boa Vista, Recife - PE, 50060-260, Brazil",-8.0637085,-34.8869896
407,PRACA DA AVENIDA ROBERT KENNEDY,"Robert Kennedy / Da Juventude - Av. Senador Robert Kennedy, S/N - Ipsep, Recife - PE, 51190-570, Brazil",-8.11649030514809,-34.9186492874862
408,PRACA DA CAVALARIA,"R. Delmiro Gouvêia, 330 - San Martin, Recife - PE, 50761-265, Brazil",-8.0639055,-34.9299252
409,PRACA DA PAZ-01,"R. Maria Pereira de Lucena, 1 - Afogados, Recife - PE, 50770-280, Brazil",-8.0805163,-34.9063358
410,PRACA DA RUA JOAO GUILHERME-01,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676
411,PRACA DEZESSETE-01,"Rua Imperador Pedro Segundo, 512 - Santo Antônio, Recife - PE, 50010-240, Brazil",-8.06526731610246,-34.8767206885567
412,PRACA DEZESSETE-02,"Av. Martins de Barros, 511 - Santo Antônio, Recife - PE, 50010-230, Brazil",-8.06512702121264,-34.8763821315
413,PRACA DO  CHIE-02,"R. Rio Jaratuba, 25 - Ipsep, Recife - PE, 51350-150, Brazil",-8.10498164426247,-34.9224650785749
414,PRACA DO BAMBU-01,"R. Diamantino, 150 - COHAB, Recife - PE, 51340-550, Brazil",-8.1218687,-34.9545022
415,PRACA DO CHIE-01,"R. Blumenau, 18 - Ipsep, Recife - PE, 51350-190, Brazil",-8.10540117445477,-34.9221754390659
416,PRACA DO COQUE-01,"Pte. José de Barros Lima, 1002 - Ilha Joana Bezerra, Recife - PE, 50030-230, Brazil",-8.06977428266961,-34.8971016625824
417,PRACA DO JACARE,"Rua Edward Jenner, 8 - Imbiribeira, Recife - PE, 51190-540, Brazil",-8.118206,-34.9178001
418,PRACA DO PARAISO,"Rua 5 de Novembro, 177 - Afogados, Recife - PE, 50770-310, Brazil",-8.0811558,-34.9085507
419,PRACA DO S ,"Av. Mato Grosso, 212 - COHAB, Recife - PE, 51290-400, Brazil",-8.1221621,-34.9469576
420,PRACA DO SENA,"R. Cap. João Pontes, 92 - Areias, Recife - PE, 50870-290, Brazil",-8.0953083,-34.9337874
421,PRACA DO TRISTAO,"Praça Do Axé - R. Mundaú, 2-34 - COHAB, Recife - PE, 51340-020, Brazil",-8.1165363,-34.9536798
422,PRACA DOM BOSCO,"Rua Mineirolândia, 103 - San Martin, Recife - PE, 50761-620, Brazil",-8.0744196,-34.9272405
423,PRACA DOM VITAL-01,"Praça Dom Vital, s/n - bx 73/74 - São José, Recife - PE, 50020-280, Brazil",-8.0686209,-34.8780248
424,PRACA DR PADUA WALFRIDO,"R. Rio Solimões, 190 - Areias, Recife - PE, 50780-231, Brazil",-8.097792,-34.9377745
425,PRACA GUSTAVO BARROSO,"R. Bernardo Vieira de Melo, 29 - Recife, PE, 50030-250, Brazil",-8.0590974,-34.8709247
426,PRACA INFANTIL JHON F KENNEDY,"R. Itamonte, 75 - Curado, Recife - PE, 50790-440, Brazil",-8.0815091,-34.9557787
427,PRACA ISABEL DE GOES,"R. Cap. Amaro Cerqueira, 195 - Areias, Recife - PE, 50870-360, Brazil",-8.0977086,-34.9339893
428,PRACA JOAQUIM CARDOSO / DA BIBLIOTECA,"Rua Professor Augusto Wanderley Filho, 749 - Afogados, Recife - PE, 50770-320, Brazil",-8.08217973319293,-34.9080075202062
429,PRACA JORNALISTA OTAVIO SARMENTO CARDOSO,"R. Dr. José Munguba Sobrinho, 234 - Várzea, Recife - PE, 50810-060, Brazil",-8.036994,-34.955928
430,PRACA JOSE D EMERY CARNEIRO-01,"R. Mal. Craveiro Lopes, 66A - Ipsep, Recife - PE, 51190-280, Brazil",-8.1164769,-34.9209922
431,PRACA JOSE VIEIRA-01,"R. Manoel Serafim do Couto, 217 - Imbiribeira, Recife - PE, 51150-150, Brazil",-8.0870721,-34.9053025
432,PRACA MARACANGAIA-01,"R. Óbidos, 8 - COHAB, Recife - PE, 51340-090, Brazil",-8.1167054,-34.9548502
433,PRACA MARIA VITALINA GONCALVES DA ROCHA,"R. Isaac Markman, 196 - Bongi, Recife - PE, 50751-530, Brazil",-8.064086,-34.9220886
434,PRACA MINISTRO SALGADO FILHO,"Av. Mal. Mascarenhas de Morais, 5209 - Boa Viagem, Recife - PE, 51210-001, Brazil",-8.1308653,-34.9161005
435,PRACA MONSENHOR ARRUDA CAMARA-01,"R. Antônio Vaz, 187 - Areias, Recife - PE, 50870-040, Brazil",-8.0922987,-34.9313562
436,PRACA MONSENHOR ARRUDA CAMERA,"R. Gen. Francisco Figueiroa, 275 - Areias, Recife - PE, 50870-010, Brazil",-8.0928987,-34.9300098
437,PRACA MOVICAR,"Praça Manfredo Nigro - R. Cap. Vicente Moutinho, 87 - Areias, Recife - PE, 50870-100, Brazil",-8.0934645,-34.9325416
438,PRACA NABOR DO CARMO LOPES,"R. Engenho Camboinha, 459 - Imbiribeira, Recife - PE, 51150-120, Brazil",-8.08908103482138,-34.9057573139129
439,PRACA NOSSA SENHORA DE FATIMA,"Rua Monsenhor Callou, s/n - San Martin, Recife - PE, 50761-460, Brazil",-8.071997,-34.9305907
440,PRACA PAULO SILVEIRA DO NASCIMENTO,"R. Daniel Antônio Rodrigues, 159 - Afogados, Recife - PE, 50850-360, Brazil",-8.0830037,-34.919635
441,PRACA PEDRO BRANDAO,"R. Jerônimo Inojosa, 45 - Areias, Recife - PE, 50870-390, Brazil",-8.0977024,-34.932052
442,PRACA PONTE MOTOCOLOMBO,"Av. Sul Gov. Cid Sampaio, 7938 - Afogados, Recife - PE, 50770-011, Brazil",-8.0825935,-34.905882
443,PRACA PRESIDENTE KENNEDY,"n°1 - Tv. Doná Carentina - Jordão, Recife - PE, 51260-050, Brazil",-8.1357333,-34.9390411
444,PRACA PROFESSOR JERONIMO GUEIROS,"R. Joraci Camargo, 25 - Jordão, Recife - PE, 51260-170, Brazil",-8.1354554,-34.9400795
445,PRACA RUA ELIZA LEAL WANDERLEy,"R. Dep. Célso Miranda, 57 - Ipsep, Recife - PE, 51350-470, Brazil",-8.1099114,-34.926611
446,PRACA SAO BRAZ,"R. Cap. Manuel de Águiar, 53 - Areias, Recife - PE, 50870-110, Brazil",-8.09452404513651,-34.9317650067457
447,PRACA SAO FRANCISCO  - AMANTE DAS FLORES,"R. Jaguaruna, 8 - COHAB, Recife - PE, 51280-160, Brazil",-8.1156000317425,-34.9458752553712
448,PRACA SAO FRANCISCO DE ASSIS,"R. Sd. José Vivanco, 34 - Várzea, Recife - PE, 50970-060, Brazil",-8.03659505913409,-34.9756703799185
449,PRACA SARGENTO MAX WOLFF FILHO-01,"Rua Sargento Wolff, 172 - Afogados, Recife - PE, 50830-400, Brazil",-8.0710694,-34.9112133
450,PRACA SEBASTIAO PONTES,"R. Cap. Domingos da Costa, 308A - Areias, Recife - PE, 50870-280, Brazil",-8.0973474,-34.9339594
451,PRACA SELECAO SETENTA,"Av. Armindo Moura, 45 - Piedade, Jaboatão dos Guararapes - PE, 54315-003, Brazil",-8.1490309,-34.9131846
452,PRACA TRES MARIAS-01,"Praça 3 Marias - R. Engenho Serra Grande, 70-104 - COHAB, Recife - PE, 51270-060, Brazil",-8.1134492,-34.95105
453,PRACA VISCONDE DE MAUA-02,"Praça Paulo Bernardo - R. Regueira Costa - Rosarinho, Recife - PE, 52041-050, Brazil",-8.0323126,-34.8983957
454,PRACINHA BORBOREMA-01,"R. Padre Leandro Camelo, 60 - Boa Viagem, Recife - PE, 51130-250, Brazil",-8.14365823272504,-34.9131449502627
455,PRACINHA DE BOA VIAGEM-01,"Rua Dr. Nilo Dornelas Câmara, 16 - Boa Viagem, Recife - PE, 51021-400, Brazil",-8.1318849763062,-34.9008647202629
456,PRACINHA DE BOA VIAGEM-02,"Rua Dr. Nilo Dornelas Câmara, 16 - Boa Viagem, Recife - PE, 51021-400, Brazil",-8.1318849763062,-34.9008647202629
457,PRAIA BURACO DA VEIA-01,"R. Projetada, 18 - Brasília Teimosa, Recife - PE, 51010-145, Brazil",-8.08024126990912,-34.8767334598593
458,QUADRA MINERVA-01,"R. Aluizio de Souza Bandeira, 83 - Dois Unidos, Recife - PE, 52140-455, Brazil",-7.99890193110259,-34.9076930300773
459,QUADRA POLIESPORTIVA DANCING DAYS-01,"1A Travessa Poeta Manuel Bandeira, 381 - Imbiribeira, Recife - PE, 51170-590, Brazil",-8.10112607468617,-34.9166278070708
460,QUADRA POLIESPORTIVA UR3-01,"Av. Engenho Babilônia, 168 - COHAB, Recife - PE, 51270-080, Brazil",-8.11256136435273,-34.9497256616283
461,QUEIRA DEUS,"R. Queira Deus, 43 - Tejipio, Recife - PE, 50930-180, Brazil",-8.093208,-34.9613346
462,QUIOSQUE 05,"Av. Boa Viagem, 03 - Boa Viagem, Recife - PE, 51011-000, Brazil",-8.09686388714618,-34.8832101023054
463,R. MOEDA,"R. da Moeda, 140 - Recife, PE, 50030-040, Brazil",-8.0646371139854,-34.873123556677
464,RUA DA AURORA-01,"R. da Aurora, 1139 - Santo Amaro, Recife - PE, 50040-090, Brazil",-8.05482788455188,-34.8769999070309
465,RUA DA GUIA-01,"R. da Guia, 183 - Recife, PE, 50030-210, Brazil",-8.06128622831147,-34.87168638349
466,RUA DA IMPERATRIZ-01,"R. Imperatriz Teresa Cristina, s/n - Boa Vista, Recife - PE, 50030-230, Brazil",-8.06305734568075,-34.8838811935993
467,RUA DA IMPERATRIZ-02,"R. Imperatriz Teresa Cristina, 94 - Boa Vista, Recife - PE, 50060-120, Brazil",-8.06317637744038,-34.8833721966437
468,RUA DA IMPERATRIZ-03,"R. Imperatriz Teresa Cristina, 227 - Boa Vista, Recife - PE, 50060-120, Brazil",-8.0628957716718,-34.8844008514929
469,RUA MARIZ DE BARROS-01,"R. da Moeda, 92-166 - Recife, PE, 50030-040, Brazil",-8.06460368403327,-34.8728505952423
470,SITIO DA TRINDADE-01,"Estr. do Arraial, 3265 - Tamarineira, Recife - PE, 52051-380, Brazil",-8.02861069016891,-34.9118417501449
471,TRAVESSA TIRADENTES-01,"R. Bernardo Vieira de Melo, 29 - Recife, PE, 50030-250, Brazil",-8.0590974,-34.8709247
